question_id,question_pair_id,question_family,language,question,answerable,evidence_count,review_status,validation_errors
Q-001,Q-001,facts_specifications,en,"What are the buttons and connections on the back of the CM2000, and what happens if I hold Reset?",True,1,auto_validated,[]
Q-002,Q-002,facts_specifications,en,Where can I find the CM2000 login details and serial information?,True,1,auto_validated,[]
Q-003,Q-003,setup_configuration,en,"After my service is activated, how do I connect the CM2000 to my router?",True,1,auto_validated,[]
Q-004,Q-004,setup_configuration,en,How can I change the CM2000 administrator password?,True,1,auto_validated,[]
Q-005,Q-005,facts_specifications,en,How do I know when the CM2000 has finished starting up?,True,1,auto_validated,[]
Q-006,Q-006,troubleshooting_diagnostics,en,How can I safely reset the CM2000 from its settings page?,True,1,auto_validated,[]
Q-007,Q-007,troubleshooting_diagnostics,en,How can I reset the CM2000 using the button on the device?,True,1,auto_validated,[]
Q-008,Q-008,troubleshooting_diagnostics,en,I cannot sign in to the CM2000. What should I check first?,True,1,auto_validated,[]
Q-009,Q-009,facts_specifications,en,"What are the basic power, size, ports, and operating limits of the CM2000?",True,1,auto_validated,[]
Q-010,Q-010,setup_configuration,en,How do I put a SIM card into the LM1200?,True,1,auto_validated,[]
Q-011,Q-011,setup_configuration,en,How do I connect one computer to the LM1200 with a network cable?,True,1,auto_validated,[]
Q-012,Q-012,setup_configuration,en,How can I change the network settings that the LM1200 gives to my devices?,True,1,auto_validated,[]
Q-013,Q-013,setup_configuration,en,How can I manually connect or disconnect the LM1200 from the mobile network?,True,1,auto_validated,[]
Q-014,Q-014,troubleshooting_diagnostics,en,How do I remove a connection rule that I no longer need on the LM1200?,True,1,auto_validated,[]
Q-015,Q-015,features_security_maintenance_limitations,en,What should I know before turning off SIM security on the LM1200?,True,1,auto_validated,[]
Q-016,Q-016,facts_specifications,en,What do the monthly and current-session data numbers on the LM1200 mean?,True,1,auto_validated,[]
Q-017,Q-017,facts_specifications,en,Where can I find the instructions for opening the LM1200 settings?,True,1,auto_validated,[]
Q-018,Q-018,troubleshooting_diagnostics,en,The LM1200 will not connect. What should I check for mobile and cable connections?,True,1,auto_validated,[]
Q-019,Q-019,troubleshooting_diagnostics,en,"Why does the LM1200 show that it has no internet address, and what can I do?",True,1,auto_validated,[]
Q-020,Q-020,troubleshooting_diagnostics,en,How do I set up an R6350 internet connection that needs a provider username and password?,True,1,auto_validated,[]
Q-021,Q-021,troubleshooting_diagnostics,en,What needs to be ready before I use the R6350 with an IPv6 tunnel?,True,1,auto_validated,[]
Q-022,Q-022,troubleshooting_diagnostics,en,Could changing the R6350 connection-size setting stop some websites from opening?,True,1,auto_validated,[]
Q-023,Q-023,troubleshooting_diagnostics,en,How do I remove a speed-priority rule on the R6350?,True,1,auto_validated,[]
Q-024,Q-024,setup_configuration,en,What can I do with a USB drive connected to the R6350?,True,1,auto_validated,[]
Q-025,Q-025,setup_configuration,en,How do I change a folder that I share from a USB drive?,True,1,auto_validated,[]
Q-026,Q-026,facts_specifications,en,What does VPN pass-through do on the R6350?,True,1,auto_validated,[]
Q-027,Q-027,setup_configuration,en,Why might my TV device need a special bridge setting on the R6350?,True,1,auto_validated,[]
Q-028,Q-028,troubleshooting_diagnostics,en,How do I safely check for and install updates on the R6350?,True,1,auto_validated,[]
Q-029,Q-029,features_security_maintenance_limitations,en,Can I change how the lights blink on the R6350?,True,1,auto_validated,[]
Q-030,Q-030,setup_configuration,en,How can I use the R6350 VPN service on an Android phone?,True,1,auto_validated,[]
Q-031,Q-031,troubleshooting_diagnostics,en,"The R6350 says it is connected, but websites will not open. What should I check?",True,1,auto_validated,[]
Q-032,Q-032,facts_specifications,en,What happens when I plug a computer into the R7000 with a network cable?,True,1,auto_validated,[]
Q-033,Q-033,setup_configuration,en,How can I let the R7000 set up my internet connection automatically?,True,1,auto_validated,[]
Q-034,Q-034,setup_configuration,en,How can I give one device or cable connection priority when the network is busy?,True,1,auto_validated,[]
Q-035,Q-035,facts_specifications,en,What does UPnP do for devices and games on the R7000?,True,1,auto_validated,[]
Q-036,Q-036,facts_specifications,en,Where can I see the R7000's current internet connection details?,True,1,auto_validated,[]
Q-037,Q-037,features_security_maintenance_limitations,en,How can I reach the R7000 from outside my home while limiting who can connect?,True,1,auto_validated,[]
Q-038,Q-038,setup_configuration,en,How can I change the time service used by the R7000?,True,1,auto_validated,[]
Q-039,Q-039,features_security_maintenance_limitations,en,How can I reach files on a USB drive connected to the R7000 while away from home?,True,1,auto_validated,[]
Q-040,Q-040,setup_configuration,en,How do I create a ReadyCLOUD account for the R7000?,True,1,auto_validated,[]
Q-041,Q-041,setup_configuration,en,How can I use the R7000 VPN service on an iPhone or iPad?,True,1,auto_validated,[]
Q-042,Q-042,troubleshooting_diagnostics,en,What is the correct order for restarting my modem and R7000?,True,1,auto_validated,[]
Q-043,Q-043,troubleshooting_diagnostics,en,My R7000 Wi-Fi is weak or missing. What should I check?,True,1,auto_validated,[]
Q-044,Q-044,facts_specifications,en,What should be included in the RAX120 box?,True,1,auto_validated,[]
Q-045,Q-045,facts_specifications,en,"Which password is for my internet, Wi-Fi, NETGEAR account, and router settings?",True,1,auto_validated,[]
Q-046,Q-046,setup_configuration,en,What does IPv6 pass-through do on the RAX120?,True,1,auto_validated,[]
Q-047,Q-047,facts_specifications,en,Which internet-side settings on the RAX120 need extra care?,True,1,auto_validated,[]
Q-048,Q-048,setup_configuration,en,How can I make a device keep the same local network address on the RAX120?,True,1,auto_validated,[]
Q-049,Q-049,features_security_maintenance_limitations,en,What is the difference between the RAX120 Wi-Fi password and administrator password?,True,1,auto_validated,[]
Q-050,Q-050,facts_specifications,en,What should I know before plugging a USB drive into the RAX120?,True,1,auto_validated,[]
Q-051,Q-051,setup_configuration,en,How do I share a folder from a USB drive on the RAX120?,True,1,auto_validated,[]
Q-052,Q-052,features_security_maintenance_limitations,en,How can I change the RAX120 Dynamic DNS account settings?,True,1,auto_validated,[]
Q-053,Q-053,facts_specifications,en,"When someone opens a website, how does the RAX120 send the request to the right device?",True,1,auto_validated,[]
Q-054,Q-054,troubleshooting_diagnostics,en,My device cannot join RAX120 Wi-Fi. What should I check?,True,1,auto_validated,[]
Q-055,Q-055,facts_specifications,en,What changes after I return the RAX120 to its original factory settings?,True,1,auto_validated,[]
Q-056,Q-056,troubleshooting_diagnostics,en,Why might moving the RAX50 change the Wi-Fi range?,True,1,auto_validated,[]
Q-057,Q-057,setup_configuration,en,How do I connect a phone or computer to RAX50 Wi-Fi?,True,1,auto_validated,[]
Q-058,Q-058,facts_specifications,en,How does the RAX50 set up IPv6 automatically?,True,1,auto_validated,[]
Q-059,Q-059,troubleshooting_diagnostics,en,How can I allow or block a device on the RAX50?,True,1,auto_validated,[]
Q-060,Q-060,features_security_maintenance_limitations,en,How can I make the RAX50 share internet fairly when some devices use a lot?,True,1,auto_validated,[]
Q-061,Q-061,troubleshooting_diagnostics,en,How do I update the RAX50 information used to control traffic?,True,1,auto_validated,[]
Q-062,Q-062,troubleshooting_diagnostics,en,What happens if I erase the RAX50 settings?,True,1,auto_validated,[]
Q-063,Q-063,facts_specifications,en,"What can the RAX50 VPN service do, and what can it not do?",True,1,auto_validated,[]
Q-064,Q-064,features_security_maintenance_limitations,en,How do I let RAX50 VPN users reach only my home network?,True,1,auto_validated,[]
Q-065,Q-065,troubleshooting_diagnostics,en,How do I remove an old connection rule on the RAX50?,True,1,auto_validated,[]
Q-066,Q-066,troubleshooting_diagnostics,en,How can I test whether the RAX50 can reach another address?,True,1,auto_validated,[]
Q-067,Q-067,setup_configuration,en,How do I find and join my RAXE500 Wi-Fi?,True,1,auto_validated,[]
Q-068,Q-068,troubleshooting_diagnostics,en,The RAXE500 setup page does not appear or automatic setup fails. What should I try?,True,1,auto_validated,[]
Q-069,Q-069,facts_specifications,en,What does the RAXE500 connection-size setting affect?,True,1,auto_validated,[]
Q-070,Q-070,setup_configuration,en,How can I safely turn off the RAXE500 service that automatically gives devices addresses?,True,1,auto_validated,[]
Q-071,Q-071,features_security_maintenance_limitations,en,"Can the RAXE500 reduce interference from nearby Wi-Fi, and what is the trade-off?",True,1,auto_validated,[]
Q-072,Q-072,facts_specifications,en,What are the choices for combining two RAXE500 network ports?,True,1,auto_validated,[]
Q-073,Q-073,facts_specifications,en,How can I set a data-use limit or warning on the RAXE500?,True,1,auto_validated,[]
Q-074,Q-074,setup_configuration,en,How do I set the time zone and daylight-saving option on the RAXE500?,True,1,auto_validated,[]
Q-075,Q-075,features_security_maintenance_limitations,en,How do I share a folder from a USB drive on the RAXE500?,True,1,auto_validated,[]
Q-076,Q-076,features_security_maintenance_limitations,en,How can a VPN user on the RAXE500 also use my home internet?,True,1,auto_validated,[]
Q-077,Q-077,troubleshooting_diagnostics,en,What is the right order for restarting the RAXE500 network?,True,1,auto_validated,[]
Q-078,Q-078,facts_specifications,en,What do the satellite light colors mean on the RBK852?,True,1,auto_validated,[]
Q-079,Q-079,facts_specifications,en,How can I choose the right IPv6 connection type on the RBK852?,True,1,auto_validated,[]
Q-080,Q-080,setup_configuration,en,How do I set up an IPv6 connection that uses my provider login on the RBK852?,True,1,auto_validated,[]
Q-081,Q-081,features_security_maintenance_limitations,en,How can the RBK852 email me about security events?,True,1,auto_validated,[]
Q-082,Q-082,setup_configuration,en,What do I need to connect two links between the modem and RBR860?,True,1,auto_validated,[]
Q-083,Q-083,features_security_maintenance_limitations,en,How can I tell the RBK852 to send traffic to another local network?,True,1,auto_validated,[]
Q-084,Q-084,facts_specifications,en,How do I check my internet speed from the RBK852?,True,1,auto_validated,[]
Q-085,Q-085,features_security_maintenance_limitations,en,How do I stop a VPN user on the RBK852 from using my home internet?,True,1,auto_validated,[]
Q-086,Q-086,features_security_maintenance_limitations,en,How can I let an outside connection reach a server inside my RBK852 network?,True,1,auto_validated,[]
Q-087,Q-087,troubleshooting_diagnostics,en,What is the proper restart order for the RBK852?,True,1,auto_validated,[]
Q-088,Q-088,troubleshooting_diagnostics,en,How can I test the path from my computer through the RBK852 to another address?,True,1,auto_validated,[]
Q-089,Q-089,facts_specifications,en,What comes in the XR500 package?,True,1,auto_validated,[]
Q-090,Q-090,setup_configuration,en,How do I set up the XR500 when my provider does not require a login?,True,1,auto_validated,[]
Q-091,Q-091,features_security_maintenance_limitations,en,How does the XR500 help when one device uses too much internet?,True,1,auto_validated,[]
Q-092,Q-092,features_security_maintenance_limitations,en,How does the XR500 help reduce lag when the network is busy?,True,1,auto_validated,[]
Q-093,Q-093,features_security_maintenance_limitations,en,How can I change a reserved local address on the XR500?,True,1,auto_validated,[]
Q-094,Q-094,features_security_maintenance_limitations,en,What do I need for business-style Wi-Fi security on the XR500?,True,1,auto_validated,[]
Q-095,Q-095,features_security_maintenance_limitations,en,How can I allow only approved USB devices on the XR500?,True,1,auto_validated,[]
Q-096,Q-096,features_security_maintenance_limitations,en,How do I share USB storage over the internet from the XR500?,True,1,auto_validated,[]
Q-097,Q-097,features_security_maintenance_limitations,en,How can I access XR500 USB files from another computer?,True,1,auto_validated,[]
Q-098,Q-098,features_security_maintenance_limitations,en,How can I use the XR500 VPN service on Android?,True,1,auto_validated,[]
Q-099,Q-099,features_security_maintenance_limitations,en,What do I need before using the XR500 with a commercial VPN?,True,1,auto_validated,[]
Q-100,Q-100,features_security_maintenance_limitations,en,How do I make a game or app work through the XR500?,True,1,auto_validated,[]
Q-101,Q-001,facts_specifications,id,"Apa saja tombol dan sambungan di belakang CM2000, dan apa yang terjadi jika Reset ditahan?",True,1,auto_validated,[]
Q-102,Q-002,facts_specifications,id,Di mana saya bisa menemukan informasi login dan nomor seri CM2000?,True,1,auto_validated,[]
Q-103,Q-003,setup_configuration,id,"Setelah layanan aktif, bagaimana cara menghubungkan CM2000 ke router saya?",True,1,auto_validated,[]
Q-104,Q-004,setup_configuration,id,Bagaimana cara mengganti kata sandi administrator CM2000?,True,1,auto_validated,[]
Q-105,Q-005,facts_specifications,id,Bagaimana saya tahu bahwa CM2000 sudah selesai menyala?,True,1,auto_validated,[]
Q-106,Q-006,troubleshooting_diagnostics,id,Bagaimana cara mengembalikan CM2000 ke setelan awal dari halaman pengaturannya?,True,1,auto_validated,[]
Q-107,Q-007,troubleshooting_diagnostics,id,Bagaimana cara mereset CM2000 memakai tombol pada perangkat?,True,1,auto_validated,[]
Q-108,Q-008,troubleshooting_diagnostics,id,Saya tidak bisa masuk ke CM2000. Apa yang perlu diperiksa lebih dulu?,True,1,auto_validated,[]
Q-109,Q-009,facts_specifications,id,"Apa spesifikasi dasar daya, ukuran, port, dan batas penggunaan CM2000?",True,1,auto_validated,[]
Q-110,Q-010,setup_configuration,id,Bagaimana cara memasukkan kartu SIM ke LM1200?,True,1,auto_validated,[]
Q-111,Q-011,setup_configuration,id,Bagaimana cara menghubungkan satu komputer ke LM1200 dengan kabel jaringan?,True,1,auto_validated,[]
Q-112,Q-012,setup_configuration,id,Bagaimana cara mengubah pengaturan jaringan yang dibagikan LM1200 ke perangkat saya?,True,1,auto_validated,[]
Q-113,Q-013,setup_configuration,id,Bagaimana cara menyambungkan atau memutuskan LM1200 dari jaringan seluler secara manual?,True,1,auto_validated,[]
Q-114,Q-014,troubleshooting_diagnostics,id,Bagaimana cara menghapus aturan koneksi yang sudah tidak saya perlukan di LM1200?,True,1,auto_validated,[]
Q-115,Q-015,features_security_maintenance_limitations,id,Apa yang perlu saya ketahui sebelum mematikan keamanan SIM di LM1200?,True,1,auto_validated,[]
Q-116,Q-016,facts_specifications,id,Apa arti angka pemakaian data bulanan dan sesi saat ini di LM1200?,True,1,auto_validated,[]
Q-117,Q-017,facts_specifications,id,Di mana petunjuk untuk membuka pengaturan LM1200?,True,1,auto_validated,[]
Q-118,Q-018,troubleshooting_diagnostics,id,LM1200 tidak mau tersambung. Apa yang perlu diperiksa untuk koneksi seluler dan kabel?,True,1,auto_validated,[]
Q-119,Q-019,troubleshooting_diagnostics,id,"Mengapa LM1200 tidak mendapat alamat internet, dan apa yang bisa saya lakukan?",True,1,auto_validated,[]
Q-120,Q-020,troubleshooting_diagnostics,id,Bagaimana cara mengatur koneksi internet R6350 yang memerlukan nama pengguna dan kata sandi dari provider?,True,1,auto_validated,[]
Q-121,Q-021,troubleshooting_diagnostics,id,Apa yang harus siap sebelum R6350 digunakan dengan koneksi IPv6?,True,1,auto_validated,[]
Q-122,Q-022,troubleshooting_diagnostics,id,Apakah mengubah ukuran paket koneksi R6350 bisa membuat beberapa situs tidak terbuka?,True,1,auto_validated,[]
Q-123,Q-023,troubleshooting_diagnostics,id,Bagaimana cara menghapus aturan prioritas kecepatan di R6350?,True,1,auto_validated,[]
Q-124,Q-024,setup_configuration,id,Apa saja yang bisa dilakukan dengan flash disk USB yang terhubung ke R6350?,True,1,auto_validated,[]
Q-125,Q-025,setup_configuration,id,Bagaimana cara mengubah folder yang dibagikan dari flash disk USB?,True,1,auto_validated,[]
Q-126,Q-026,facts_specifications,id,Apa fungsi VPN pass-through di R6350?,True,1,auto_validated,[]
Q-127,Q-027,setup_configuration,id,Mengapa perangkat TV saya mungkin membutuhkan pengaturan bridge khusus di R6350?,True,1,auto_validated,[]
Q-128,Q-028,troubleshooting_diagnostics,id,Bagaimana cara memeriksa dan memasang pembaruan R6350 dengan aman?,True,1,auto_validated,[]
Q-129,Q-029,features_security_maintenance_limitations,id,Apakah saya bisa mengubah cara lampu indikator R6350 berkedip?,True,1,auto_validated,[]
Q-130,Q-030,setup_configuration,id,Bagaimana cara memakai layanan VPN R6350 di ponsel Android?,True,1,auto_validated,[]
Q-131,Q-031,troubleshooting_diagnostics,id,"R6350 terlihat tersambung, tetapi situs web tidak terbuka. Apa yang harus diperiksa?",True,1,auto_validated,[]
Q-132,Q-032,facts_specifications,id,Apa yang terjadi ketika komputer disambungkan ke R7000 dengan kabel jaringan?,True,1,auto_validated,[]
Q-133,Q-033,setup_configuration,id,Bagaimana cara membiarkan R7000 mengatur koneksi internet secara otomatis?,True,1,auto_validated,[]
Q-134,Q-034,setup_configuration,id,Bagaimana cara memberi prioritas kepada satu perangkat atau sambungan kabel saat jaringan sibuk?,True,1,auto_validated,[]
Q-135,Q-035,facts_specifications,id,Apa fungsi UPnP untuk perangkat dan game di R7000?,True,1,auto_validated,[]
Q-136,Q-036,facts_specifications,id,Di mana saya bisa melihat informasi koneksi internet R7000 saat ini?,True,1,auto_validated,[]
Q-137,Q-037,features_security_maintenance_limitations,id,Bagaimana cara mengakses R7000 dari luar rumah sambil membatasi siapa yang boleh masuk?,True,1,auto_validated,[]
Q-138,Q-038,setup_configuration,id,Bagaimana cara mengganti layanan waktu yang digunakan R7000?,True,1,auto_validated,[]
Q-139,Q-039,features_security_maintenance_limitations,id,Bagaimana cara membuka file USB di R7000 ketika saya sedang tidak di rumah?,True,1,auto_validated,[]
Q-140,Q-040,setup_configuration,id,Bagaimana cara membuat akun ReadyCLOUD untuk R7000?,True,1,auto_validated,[]
Q-141,Q-041,setup_configuration,id,Bagaimana cara memakai layanan VPN R7000 di iPhone atau iPad?,True,1,auto_validated,[]
Q-142,Q-042,troubleshooting_diagnostics,id,Apa urutan yang benar untuk menyalakan ulang modem dan R7000?,True,1,auto_validated,[]
Q-143,Q-043,troubleshooting_diagnostics,id,Wi-Fi R7000 saya lemah atau hilang. Apa yang perlu diperiksa?,True,1,auto_validated,[]
Q-144,Q-044,facts_specifications,id,Apa saja isi kotak RAX120?,True,1,auto_validated,[]
Q-145,Q-045,facts_specifications,id,"Kata sandi mana yang dipakai untuk internet, Wi-Fi, akun NETGEAR, dan pengaturan router?",True,1,auto_validated,[]
Q-146,Q-046,setup_configuration,id,Apa fungsi IPv6 pass-through di RAX120?,True,1,auto_validated,[]
Q-147,Q-047,facts_specifications,id,Pengaturan koneksi internet mana di RAX120 yang perlu digunakan dengan hati-hati?,True,1,auto_validated,[]
Q-148,Q-048,setup_configuration,id,Bagaimana cara membuat sebuah perangkat selalu mendapat alamat jaringan lokal yang sama di RAX120?,True,1,auto_validated,[]
Q-149,Q-049,features_security_maintenance_limitations,id,Apa bedanya kata sandi Wi-Fi dan kata sandi administrator RAX120?,True,1,auto_validated,[]
Q-150,Q-050,facts_specifications,id,Apa yang perlu saya ketahui sebelum mencolokkan flash disk USB ke RAX120?,True,1,auto_validated,[]
Q-151,Q-051,setup_configuration,id,Bagaimana cara membagikan folder dari flash disk USB di RAX120?,True,1,auto_validated,[]
Q-152,Q-052,features_security_maintenance_limitations,id,Bagaimana cara mengubah pengaturan akun Dynamic DNS di RAX120?,True,1,auto_validated,[]
Q-153,Q-053,facts_specifications,id,"Saat seseorang membuka situs web, bagaimana RAX120 mengarahkannya ke perangkat yang benar?",True,1,auto_validated,[]
Q-154,Q-054,troubleshooting_diagnostics,id,Perangkat saya tidak bisa tersambung ke Wi-Fi RAX120. Apa yang perlu diperiksa?,True,1,auto_validated,[]
Q-155,Q-055,facts_specifications,id,Apa yang berubah setelah RAX120 dikembalikan ke setelan pabrik?,True,1,auto_validated,[]
Q-156,Q-056,troubleshooting_diagnostics,id,Mengapa memindahkan RAX50 bisa mengubah jangkauan Wi-Fi?,True,1,auto_validated,[]
Q-157,Q-057,setup_configuration,id,Bagaimana cara menghubungkan ponsel atau komputer ke Wi-Fi RAX50?,True,1,auto_validated,[]
Q-158,Q-058,facts_specifications,id,Bagaimana RAX50 mengatur IPv6 secara otomatis?,True,1,auto_validated,[]
Q-159,Q-059,troubleshooting_diagnostics,id,Bagaimana cara mengizinkan atau memblokir perangkat di RAX50?,True,1,auto_validated,[]
Q-160,Q-060,features_security_maintenance_limitations,id,Bagaimana cara membuat RAX50 membagi internet dengan adil saat ada perangkat yang memakai banyak data?,True,1,auto_validated,[]
Q-161,Q-061,troubleshooting_diagnostics,id,Bagaimana cara memperbarui informasi pengaturan lalu lintas di RAX50?,True,1,auto_validated,[]
Q-162,Q-062,troubleshooting_diagnostics,id,Apa yang terjadi jika saya menghapus semua pengaturan RAX50?,True,1,auto_validated,[]
Q-163,Q-063,facts_specifications,id,Apa yang bisa dan tidak bisa dilakukan layanan VPN RAX50?,True,1,auto_validated,[]
Q-164,Q-064,features_security_maintenance_limitations,id,Bagaimana cara agar pengguna VPN RAX50 hanya bisa mengakses jaringan rumah?,True,1,auto_validated,[]
Q-165,Q-065,troubleshooting_diagnostics,id,Bagaimana cara menghapus aturan koneksi lama di RAX50?,True,1,auto_validated,[]
Q-166,Q-066,troubleshooting_diagnostics,id,Bagaimana cara menguji apakah RAX50 dapat menjangkau alamat lain?,True,1,auto_validated,[]
Q-167,Q-067,setup_configuration,id,Bagaimana cara menemukan dan tersambung ke Wi-Fi RAXE500?,True,1,auto_validated,[]
Q-168,Q-068,troubleshooting_diagnostics,id,Halaman pengaturan RAXE500 tidak muncul atau pengaturan otomatis gagal. Apa yang bisa dicoba?,True,1,auto_validated,[]
Q-169,Q-069,facts_specifications,id,Apa pengaruh pengaturan ukuran koneksi di RAXE500?,True,1,auto_validated,[]
Q-170,Q-070,setup_configuration,id,Bagaimana cara mematikan layanan RAXE500 yang otomatis memberi alamat kepada perangkat dengan aman?,True,1,auto_validated,[]
